cabin,content,date,destination,rating,route,title
Premium Economy,"
Reasonable leg room but other than that no sign of an improvement on normal economy and the food was inedible. Half the menu wasn’t available and the vegetarian lasagne (the only choice left) was indescribable. Why on earth they wasted their time serving it is beyond me give us a decent cold salad or sandwich. Supposed to have a ready...
",20 July 2017,London - Calgary,ui_bubble_rating bubble_20,International,Staff Friendly but food inedible
Economy,"
They asked me for my Visa 3 times, the front desk person requested me to drop the bags because my bags wouldn't fit but I used these bags for several trips and never had this kind of problem, however I've noticed that the aircraft was full and didn't have enough room to accommodate all bags (he didn't tell me the...
",19 July 2017,San Francisco - Vancouver,ui_bubble_rating bubble_20,Canada,"No food, no headphone, poor service and lack of communication"
Business Class,"
Not travelled yet and already stressed and disappointed. Booked my aging parents on business & my family of 4 on economy plus 8 months ago to confirm we are seated together / closeby. Not only did AC switch our seats around they placed my parents in economy class in middle row seats even they saved and shelled out for business...
",19 July 2017,Vancouver - Montreal,ui_bubble_rating bubble_20,Domestic,Demoded from Business to Economy
Business Class,"
Our round trip to Newfoundland included four flights. Three of them were late.
On three flights we paid for upgrades to Business Class. Nice feature.
I had gone to the Seattle airport prior to the trip to make sure we would have no issues with taking our camera bags as carryons. They assured me it was the right size. At...
",19 July 2017,Seattle - St. John's,ui_bubble_rating bubble_20,Canada,Hour wait for luggage.
Business Class,"
If you are flying to Maui from Toronto or the east, then fly through Vancouver and not Calgary. Air Canada has changed the service from Calgary to Maui to Rouge, and accordingly, all the reasons to fly through Calgary have ceased. The frequency of the flights, the weather in Vancouver, wide bodied Air Canada flights from Toronto to Vancouver, and...
",19 July 2017,Toronto - Maui,ui_bubble_rating bubble_30,USA,Toronto to Maui
Economy,"
My flight was due to depart at 08.35 hrs on 7th July 2017 and I checked in around 06.30 hrs and went thru security within the next 30 mins and was waiting at the Boarding Gate. At around 0730 hrs I learnt that my flight was cancelled due to bad weather and I would have to rebook in another flight....
",19 July 2017,New York City - Toronto,ui_bubble_rating bubble_20,Canada,Delayed by 16 hrs with no food or compensation
Economy,"
My flight with Air Canada was Saturday, July 15th from Barcelona to Los Angeles. When we went to claim our baggage, out of 5 bags we had 4, with my bag missing. Not a big deal, I understand stuff happens. I knew it made it through customs because the bag was verified in Canada. I filed a report and called...
",18 July 2017,Barcelona - Los Angeles,ui_bubble_rating bubble_20,International,Lost Baggage that I can't seem to get back!
Premium Economy,"
I travel for business every month or sometimes a couple of times a month and can't help but notice more and more AC flights are being delayed - which is annoying for leisure travel but damaging for business travel
AC - if you're reading this pls make everything possible to avoid making any schedule changes, or you will start losing...
",18 July 2017,Montreal - Toronto,ui_bubble_rating bubble_20,Domestic,Air Canada is dropping the ball
Economy,"
I started my vacation to Hawaii by flying with Air Canada to San Francisco from Toronto. The flight was scheduled for 8:15 A.M. Since my family and I had checked in online, the airline informed us to arrive 1 hour prior to our flight. Knowing that we would have to go through security and American customs, we arrived 2 hrs...
",18 July 2017,Toronto - San Francisco,ui_bubble_rating bubble_10,USA,Horrible customer service
Economy,"
Booked a flight 5 months ago and paid a substantial amount come to find out they changed the flight to a smaller plane and my husband and I got moved to completely different rows and would not be sitting together for a 5 hour flight. The woman I was sitting next to had the same situation with her family members...
",18 July 2017,Vancouver - Toronto,ui_bubble_rating bubble_20,Domestic,Didn't sit next to husband
Economy,"
I flew on Air Canada for the first time this past weekend and I have to say it was the worst experience I have ever had on an airline. I was scheduled on flight AC7265 on July 14th at 10:30am and the flight was delayed by 3 hours until 1:30 pm. It was a massive inconvenience and we were never...
",18 July 2017,Toronto - Pittsburgh,ui_bubble_rating bubble_10,USA,Worst experience ever on an airline!!!!!
Economy,"
Overall there were no problems with the Airline however it did feel more cramped than usual. The legroom and seat were quite satisfactory for me but I am a smaller than an average person. The seating was a 3:4:3 configuration whereas most airlines use a 3:3:3 configuration on Boeing 777 planes. This made the aisles especially narrow so that if...
",18 July 2017,Sydney - Vancouver,ui_bubble_rating bubble_30,International,Appears to be a Budget Airline with cheaper flights than others
Economy,"
Air Canada changed our flight times 4 times before initial flight. Cancelled and rescheduled last leg of flight on return due to "" weather conditions in Milwaukee"". No compensation or hotel provided. Later found out that some passengers on the same flight, same class got hotel room provided. Also found out weather in Milwaukee was not the problem, but that...
",17 July 2017,Milwaukee - Halifax,ui_bubble_rating bubble_20,Canada,"Multiple Schedule Changes, Cancelled Flight"
Economy,"
As if the new Bombardier Q400, introduced to AC flts a few years ago, isn't tight enough in the cabin (you're squeezed in there like sardines), the company's changed checked baggage policy, where everyone now has to pay for all checked bags, is causing mayhem. Passengers trying to save a buck (so everybody) are now taking as much carry-on baggage...
",17 July 2017,Calgary - Edmonton,ui_bubble_rating bubble_10,Domestic,Air Canada have blown it with the new Bombardier Q400 and their checked baggage charges.
Business Class,"
Through check in and the gate,A lovely way to start a UK holiday! all staff were cheerful but business-like.The cabin design is excellent ,the sleeper seats extremely comfortable.The Service Director of 854/28May,Monica,was a superb combination of friendliness and professionalism,as was the rest of the cabin crew.Nine hours went by very quickly with a good choice of music and movies.As I...
",17 July 2017,Vancouver - London,ui_bubble_rating bubble_50,International,All round pleasant experience
